input_name	text	cl_id	cl_label
STs	ST	CL:0000018	spermatid
Sertoli cells	Sertoli cell	CL:0000216	Sertoli cell
Sertoli cells	Sertoli cell	CL:0000216	Sertoli cell
Spermatozoa	spermatozoon	CL:0000019	sperm
Spermatozoa	spermatozoon	CL:0000019	sperm
germ cell	germ cell	CL:0000586	germ cell
germ cell	germ cell	CL:0000586	germ cell
haploid spermatids	haploid spermatid	CL:0000018	spermatid
haploid spermatids	haploid spermatid	CL:0000018	spermatid
male germ cells	male germ cell	CL:0000015	male germ cell
male germ cells	male germ cell	CL:0000015	male germ cell
muscle cells	peritubular myoid cell	CL:0002481	peritubular myoid cell
muscle cells	muscle cell	CL:0000187	muscle cell
nurse cells	Sertoli cell	CL:0000216	Sertoli cell
nurse cells	nurse cell	CL:0000216	Sertoli cell
peritubular myoid cells	peritubular myoid cell	CL:0002481	peritubular myoid cell
peritubular myoid cells	peritubular myoid cell	CL:0002481	peritubular myoid cell
sperm	spermatozoon	CL:0000019	sperm
sperm	sperm	CL:0000019	sperm
spermatocytes	spermatocyte	CL:0000017	spermatocyte
spermatocytes	spermatocyte	CL:0000017	spermatocyte
spermatogonia	spermatogonium	CL:0000020	spermatogonium
spermatogonia	spermatogonium	CL:0000020	spermatogonium
spermatogonial stem cells	spermatogonial stem cell	CL:0000016	male germ line stem cell
spermatogonial stem cells	spermatogonial stem cell	CL:0000016	male germ line stem cell
undifferentiated SPGs	undifferentiated spermatogonium	CL:0000020	spermatogonium
undifferentiated SPGs	undifferentiated SPG	CL:0000020	spermatogonium
AMs	airway macrophage	CL:1001603	lung macrophage
AMs	AM	CL:1001603	lung macrophage
Cardiomyocyte	cardiomyocyte	CL:0000746	cardiac muscle cell
Cardiomyocyte	Cardiomyocyte	CL:0000746	cardiac muscle cell
esophageal epithelial cell	esophageal epithelial cell	CL:0002252	epithelial cell of esophagus
esophageal epithelial cell	esophageal epithelial cell	CL:0002252	epithelial cell of esophagus
esophageal epithelial cells	esophageal epithelial cell	CL:0002252	epithelial cell of esophagus
esophageal epithelial cells	esophageal epithelial cell	CL:0002252	epithelial cell of esophagus
DG neuron	dentate gyrus neuron	CL:4023062	dentate gyrus neuron
DG neuron	DG neuron	CL:4023062	dentate gyrus neuron
GC	GC	NO MATCH found	
GCs	GC	CL:0000120	granule cell
astrocytes	astrocyte	CL:0000127	astrocyte
astrocytes	astrocyte	CL:0000127	astrocyte
forebrain neurons	forebrain neuron	CL:0012001	neuron of the forebrain
forebrain neurons	forebrain neuron	CL:0012001	neuron of the forebrain
glia	glial cell	CL:0000125	glial cell
glia	glial cell	CL:0000125	glial cell
glial	glial cell	CL:0000125	glial cell
glial	glial	CL:0000125	glial cell
glial cells	glial cell	CL:0000125	glial cell
glial cells	glial cell	CL:0000125	glial cell
neurons	neuron	CL:0000540	neuron
neurons	neuron	CL:0000540	neuron
KCs	Kupffer cell	CL:0000091	Kupffer cell
KCs	KC	CL:0000091	Kupffer cell
cholangiocytes	epithelial cell of the bile duct	CL:1000488	cholangiocyte
cholangiocytes	cholangiocyte	CL:1000488	cholangiocyte
endothelial	endothelial cell	CL:0000115	endothelial cell
endothelial	endothelial	CL:0000115	endothelial cell
epithelial (urothelial) cells	epithelial (urothelial) cell	CL:0000731	urothelial cell
epithelial (urothelial) cells	epithelial (urothelial) cell	CL:0000731	urothelial cell
glomerular pericytes	glomerular pericyte	CL:1000742	glomerular mesangial cell
glomerular pericytes	glomerular pericyte	CL:1000742	glomerular mesangial cell
renal interstitial cells	renal interstitial cell	CL:1000500	kidney interstitial cell
renal interstitial cells	renal interstitial cell	CL:1000500	kidney interstitial cell
renal tubular cells	renal tubular cell	CL:1000507	kidney tubule cell
renal tubular cells	renal tubular cell	CL:1000507	kidney tubule cell
stem cells	stem cell	CL:0000034	stem cell
stem cells	stem cell	CL:0000034	stem cell
vascular endothelial cells	vascular endothelial cell	CL:0002139	endothelial cell of vascular tree
vascular endothelial cells	vascular endothelial cell	CL:0002139	endothelial cell of vascular tree
MSC	mesenchymal stromal cell	CL:0000134	mesenchymal stem cell
MSC	MSC	CL:0000134	mesenchymal stem cell
macrophage	macrophage	CL:0000235	macrophage
macrophage	macrophage	CL:0000235	macrophage
macrophages	macrophage	CL:0000235	macrophage
macrophages	macrophage	CL:0000235	macrophage
RBCs	red blood cell	CL:0000232	erythrocyte
RBCs	RBC	CL:0000232	erythrocyte
GMP	granulocyte/macrophage progenitor	CL:0000557	granulocyte monocyte progenitor cell
GMP	GMP	CL:0000557	granulocyte monocyte progenitor cell
GMPs	granulocyte/macrophage progenitor	CL:0000557	granulocyte monocyte progenitor cell
GMPs	GMP	CL:0000557	granulocyte monocyte progenitor cell
Mk	megakaryocyte	CL:0000556	megakaryocyte
Mk	Mk	CL:0000556	megakaryocyte
Mk cells	megakaryocyte	CL:0000556	megakaryocyte
Mk cells	Mk cell	CL:0000556	megakaryocyte
bone marrow myeloid progenitor cells	mouse bone marrow myeloid progenitor cell	CL:0000839	myeloid lineage restricted progenitor cell
bone marrow myeloid progenitor cells	bone marrow myeloid progenitor cell	CL:0000839	myeloid lineage restricted progenitor cell
dendritic cells	dendritic cell	CL:0000451	dendritic cell
dendritic cells	dendritic cell	CL:0000451	dendritic cell
granulocyte/macrophage progenitors	granulocyte/macrophage progenitor	CL:0000557	granulocyte monocyte progenitor cell
granulocyte/macrophage progenitors	granulocyte/macrophage progenitor	CL:0000557	granulocyte monocyte progenitor cell
lymphocytes	lymphocyte	CL:0000542	lymphocyte
lymphocytes	lymphocyte	CL:0000542	lymphocyte
megakaryocytes	megakaryocyte	CL:0000556	megakaryocyte
megakaryocytes	megakaryocyte	CL:0000556	megakaryocyte
Leydig cells	Leydig cell	CL:0000178	Leydig cell
Leydig cells	Leydig cell	CL:0000178	Leydig cell
hepatocytes	human hepatocyte	CL:0000182	hepatocyte
hepatocytes	hepatocyte	CL:0000182	hepatocyte
Ery	erythroid	CL:0000764	erythroid lineage cell
Ery	Ery	NO MATCH found	
Lymph	lymphoid progenitor	CL:0000838	lymphoid lineage restricted progenitor cell
Lymph	Lymph	NO MATCH found	
Mye	myeloid	CL:0000763	myeloid cell
Mye	Mye	NO MATCH found	
erythroid	erythroid	CL:0000764	erythroid lineage cell
erythroid	erythroid	CL:0000764	erythroid lineage cell
hematopoietic cell	hematopoietic cell	CL:0000988	hematopoietic cell
hematopoietic cell	hematopoietic cell	CL:0000988	hematopoietic cell
lymphoid progenitor	lymphoid progenitor	CL:0000838	lymphoid lineage restricted progenitor cell
lymphoid progenitor	lymphoid progenitor	CL:0000838	lymphoid lineage restricted progenitor cell
myeloid	myeloid	CL:0000763	myeloid cell
myeloid	myeloid	CL:0000763	myeloid cell
T and NK Cell	T and NK cell	CL:0000542	lymphocyte
T and NK Cell	T and NK Cell	CL:0000542	lymphocyte
MuSC	muscle stem cell	CL:0008011	skeletal muscle satellite stem cell
MuSC	MuSC	CL:0008011	skeletal muscle satellite stem cell
MuSCs	muscle stem cell	CL:0008011	skeletal muscle satellite stem cell
MuSCs	MuSC	CL:0008011	skeletal muscle satellite stem cell
stem cell	stem cell	CL:0000034	stem cell
SPG	spermatogonium	CL:0000020	spermatogonium
SPG	SPG	CL:0000020	spermatogonium
male germ cell	male germ cell	CL:0000015	male germ cell
male germ cell	male germ cell	CL:0000015	male germ cell
spermatogonia	spermatogonium	CL:0000020	spermatogonium
spermatogonia	spermatogonium	CL:0000020	spermatogonium
Schwann cells	Schwann cell	CL:0002573	Schwann cell
VLMCs	vascular leptomeningeal cell	CL:4023051	vascular leptomeningeal cell
VLMCs	VLMC	CL:4023051	vascular leptomeningeal cell
astrocytes	astrocyte	CL:0000127	astrocyte
brain vascular cell	brain vascular cell	CL:4023072	brain vascular cell
central and peripheral neurons	central and peripheral neuron	CL:0000540	neuron
enteric glia	enteric glial cell	CL:4040002	enteroglial cell
fibroblast	fibroblast	CL:0000057	fibroblast
fibroblasts	fibroblast	CL:0000057	fibroblast
oligodendrocytes	oligodendrocyte	CL:0000128	oligodendrocyte
vascular leptomeningeal cells	vascular leptomeningeal cell	CL:4023051	vascular leptomeningeal cell
IL-17A+gammadelta+T cell	IL-17A + γδ + T cell	CL:0000798	gamma-delta T cell
IL-17A+gammadelta+T cell	IL-17A+gammadelta+T cell	CL:0000798	gamma-delta T cell
IL-17A+gammadelta+T cells	IL-17A + γδ + T cell	CL:0000798	gamma-delta T cell
IL-17A+gammadelta+T cells	IL-17A+gammadelta+T cell	CL:0000798	gamma-delta T cell
gammadeltaT cells	γδ T cell	CL:0000798	gamma-delta T cell
gammadeltaT cells	gammadeltaT cell	CL:0000798	gamma-delta T cell
keratinocyte	keratinocyte	CL:0000312	keratinocyte
keratinocyte	keratinocyte	CL:0000312	keratinocyte
vascular endothelial cell	vascular endothelial cell	CL:0002139	endothelial cell of vascular tree
vascular endothelial cell	vascular endothelial cell	CL:0002139	endothelial cell of vascular tree
gametes	gamete	CL:0000300	gamete
CPC	cardiac progenitor cell	CL:0000513	cardiac muscle myoblast
CPC	CPC	CL:0000513	cardiac muscle myoblast
EPC	endothelial progenitor cell	CL:0002619	adult endothelial progenitor cell
EPC	EPC	CL:0002619	adult endothelial progenitor cell
EPCs	endothelial progenitor cell	CL:0002619	adult endothelial progenitor cell
EPCs	EPC	CL:0002619	adult endothelial progenitor cell
HSC	hematopoietic stem cell	CL:0000037	hematopoietic stem cell
HSC	HSC	CL:0000037	hematopoietic stem cell
HSCs	hematopoietic stem cell	CL:0000037	hematopoietic stem cell
HSCs	HSC	CL:0000037	hematopoietic stem cell
LPC	liver progenitor cell	CL:0002195	hepatic stem cell
LPC	LPC	CL:0002195	hepatic stem cell
MSC	mesenchymal stem cell	CL:0000134	mesenchymal stem cell
MSC	MSC	CL:0000134	mesenchymal stem cell
MSCs	mesenchymal stem cell	CL:0000134	mesenchymal stem cell
MSCs	MSC	CL:0000134	mesenchymal stem cell
OPC	osteoblastic progenitor cell	CL:0007010	preosteoblast
OPC	OPC	CL:0002453	oligodendrocyte precursor cell
cardiac progenitor cell	cardiac progenitor cell	CL:0000513	cardiac muscle myoblast
cardiac progenitor cell	cardiac progenitor cell	CL:0000513	cardiac muscle myoblast
endothelial progenitor cell	endothelial progenitor cell	CL:0002619	adult endothelial progenitor cell
endothelial progenitor cell	endothelial progenitor cell	CL:0002619	adult endothelial progenitor cell
hematopoietic stem cell	hematopoietic stem cell	CL:0000037	hematopoietic stem cell
hematopoietic stem cell	hematopoietic stem cell	CL:0000037	hematopoietic stem cell
liver progenitor cell	liver progenitor cell	CL:0002195	hepatic stem cell
liver progenitor cell	liver progenitor cell	CL:0002195	hepatic stem cell
mesenchymal stem cell	mesenchymal stem cell	CL:0000134	mesenchymal stem cell
mesenchymal stem cell	mesenchymal stem cell	CL:0000134	mesenchymal stem cell
mesenchymal stem cells	mesenchymal stem cell	CL:0000134	mesenchymal stem cell
mesenchymal stem cells	mesenchymal stem cell	CL:0000134	mesenchymal stem cell
osteoblastic progenitor cell	osteoblastic progenitor cell	CL:0007010	preosteoblast
osteoblastic progenitor cell	osteoblastic progenitor cell	CL:0007010	preosteoblast
ACHs	articular chondrocyte	CL:1001607	articular chondrocyte
ACHs	ACH	CL:1001607	articular chondrocyte
ASC	Adipose Tissue-Derived Mesenchymal Stem Cell	CL:0002570	mesenchymal stem cell of adipose tissue
ASC	ASC	CL:0002570	mesenchymal stem cell of adipose tissue
FLSs	fibroblast-like synoviocyte	CL:0002301	type B synovial cell
FLSs	FLS	CL:0002301	type B synovial cell
VIP+ cell	vasoactive intestinal polypeptide-expressing cell	CL:4023016	VIP GABAergic cortical interneuron
VIP+ cell	VIP+ cell	CL:4023016	VIP GABAergic cortical interneuron
pyramidal cells	pyramidal cell	CL:0000598	pyramidal neuron
L2 marginal neurons	layer 2 marginal neuron	CL:4042012	L2 marginal neuron
L2 marginal neurons	L2 marginal neuron	CL:4042012	L2 marginal neuron
L2MN	layer 2 marginal neuron	CL:4042012	L2 marginal neuron
L2MN	L2MN	CL:4042012	L2 marginal neuron
CD4+CD8+ thymocytes	CD4+CD8+ thymocyte	CL:0000809	double-positive, alpha-beta thymocyte
CD4+CD8+ thymocytes	CD4+CD8+ thymocyte	CL:0000809	double-positive, alpha-beta thymocyte
T cell	T cell	CL:0000084	T cell
T cell	T cell	CL:0000084	T cell
T lymphocytes	T lymphocyte	CL:0000084	T cell
T lymphocytes	T lymphocyte	CL:0000084	T cell
peripheral T cells	peripheral T cell	CL:0000084	T cell
peripheral T cells	peripheral T cell	CL:0000084	T cell
thymic T-cell	thymic T-cell	CL:0000893	thymocyte
thymic T-cell	thymic T-cell	CL:0000893	thymocyte
BC	B cell	CL:0000236	B cell
BC	BC	CL:0000236	B cell
CD4 Naive	naive CD4+ T cell	CL:0000898	naive T cell
CD4 Naive	CD4 Naive	CL:0000898	naive T cell
CD4+ TCs	CD4+ T cell	CL:0000624	CD4-positive, alpha-beta T cell
CD4+ TCs	CD4+ T cell	CL:0000624	CD4-positive, alpha-beta T cell
CD4+CD8+ and proliferating T cells	CD4+CD8+ T cell and proliferating T cell	CL:0000084	T cell
CD4+CD8+ and proliferating T cells	CD4+CD8+ and proliferating T cell	CL:0000084	T cell
CD56bright NK	CD56 bright natural killer cell	CL:0000938	CD16-negative, CD56-bright natural killer cell, human
CD56bright NK	CD56bright NK	CL:0000938	CD16-negative, CD56-bright natural killer cell, human
CD8 Naive	naive CD8+ T cell	CL:0000900	naive thymus-derived CD8-positive, alpha-beta T cell
CD8 Naive	CD8 Naive	CL:0000900	naive thymus-derived CD8-positive, alpha-beta T cell
CD8+ TCs	CD8+ T cell	CL:0000625	CD8-positive, alpha-beta T cell
CD8+ TCs	CD8+ TC	CL:0000625	CD8-positive, alpha-beta T cell
Naive BCs	naive B cell	CL:0000788	naive B cell
Naive BCs	naive BC	CL:0000788	naive B cell
TCs	T cell	CL:0000084	T cell
TCs	TC	CL:0000084	T cell
effector, memory and exhausted cell	effector, memory and exhausted T cell	CL:0000084	T cell
effector, memory and exhausted cell	effector, memory and exhausted cell	CL:0000084	T cell
naive TCs	naive T cell	CL:0000898	naive T cell
naive TCs	naive TC	CL:0000898	naive T cell
mOSN cell	mature olfactory sensory neuron cell	CL:0000207	olfactory receptor cell
mOSN cell	mOSN cell	CL:0000207	olfactory receptor cell
adipocyte	adipocyte	CL:0000136	adipocyte
adipocyte	adipocyte	CL:0000136	adipocyte
adipocytes	adipocyte	CL:0000136	adipocyte
adipocytes	adipocyte	CL:0000136	adipocyte
adipocytic	adipocytic	CL:0000136	adipocyte
enterocyte	enterocyte	CL:0000584	enterocyte
enterocyte	enterocyte	CL:0000584	enterocyte
preadipocyte cell	preadipocyte	CL:0002334	preadipocyte
preadipocyte cell	preadipocyte cell	CL:0002334	preadipocyte
sebocytes	sebocyte	CL:0000317	sebocyte
sebocytes	sebocyte	CL:0000317	sebocyte
tracheal, bronchial, and alveolar epithelial cells	primary human tracheal, bronchial, and alveolar epithelial cell	CL:0002368	respiratory tract epithelial cell
tracheal, bronchial, and alveolar epithelial cells	tracheal, bronchial, and alveolar epithelial cell	CL:0002368	respiratory tract epithelial cell
AII amacrine cells	AII amacrine cell	CL:0004219	A2 amacrine cell
AII amacrine cells	AII amacrine cell	CL:0004219	A2 amacrine cell
GABAergic	GABAergic amacrine cell	CL:4030027	GABAergic amacrine cell
GABAergic	GABAergic	CL:0000617	GABAergic neuron
L/M (red/green) cones	L/M (red/green) cone	CL:0000573	retinal cone cell
L/M (red/green) cones	L/M (red/green) cone	CL:0000573	retinal cone cell
Muller cells	Müller cell	CL:0000636	Mueller cell
Muller cells	Muller cell	CL:0000636	Mueller cell
OFF cone bipolar	OFF cone bipolar cell	CL:0000750	OFF-bipolar cell
OFF cone bipolar	OFF cone bipolar	CL:0000750	OFF-bipolar cell
ON cone bipolar	ON cone bipolar cell	CL:0000749	ON-bipolar cell
ON cone bipolar	ON cone bipolar	CL:0000749	ON-bipolar cell
S (blue) cones	S (blue) cone	CL:0003050	S cone cell
S (blue) cones	S (blue) cone	CL:0003050	S cone cell
T and B cells	T and B cell	CL:0000542	lymphocyte
T and B cells	T and B cell	CL:0000542	lymphocyte
amacrine cells	amacrine cell	CL:0000561	amacrine cell
amacrine cells	amacrine cell	CL:0000561	amacrine cell
astrocytes	astrocyte	CL:0000127	astrocyte
astrocytes	astrocyte	CL:0000127	astrocyte
bipolar cells	bipolar cell	CL:0000103	bipolar neuron
bipolar cells	bipolar cell	CL:0000103	bipolar neuron
choroidal melanocytes	choroidal melanocyte	CL:4030000	choroidal melanocyte
choroidal melanocytes	choroidal melanocyte	CL:4030000	choroidal melanocyte
fibroblasts	fibroblast	CL:0000057	fibroblast
fibroblasts	fibroblast	CL:0000057	fibroblast
ganglion cells	ganglion cell	CL:0000740	retinal ganglion cell
ganglion cells	ganglion cell	CL:0000740	retinal ganglion cell
glycinergic	glycinergic amacrine cell	CL:4030028	glycinergic amacrine cell
glycinergic	glycinergic	CL:1001509	glycinergic neuron
horizontal cells	horizontal cell	CL:0000745	retina horizontal cell
horizontal cells	horizontal cell	CL:0000745	retina horizontal cell
mast cells	mast cell	CL:0000097	mast cell
mast cells	mast cell	CL:0000097	mast cell
microglia	microglial cell	CL:0000129	microglial cell
microglia	microglial cell	CL:0000129	microglial cell
monocytes	monocyte	CL:0000576	monocyte
monocytes	monocyte	CL:0000576	monocyte
natural killer cells	natural killer cell	CL:0000623	natural killer cell
natural killer cells	natural killer cell	CL:0000623	natural killer cell
neuronal cell	neuronal cell	CL:0000540	neuron
pericytes	pericyte	CL:0000669	pericyte
pericytes	pericyte	CL:0000669	pericyte
pigment epithelial cells	retinal pigment epithelial cell	CL:0002586	retinal pigment epithelial cell
pigment epithelial cells	pigment epithelial cell	CL:0000529	pigmented epithelial cell
rod bipolar	rod bipolar cell	CL:0000751	rod bipolar cell
rod bipolar	rod bipolar	CL:0000751	rod bipolar cell
rods	rod photoreceptor	CL:0000604	retinal rod cell
rods	rod	CL:0000604	retinal rod cell
starburst amacrine cells	starburst amacrine cell	CL:0004232	starburst amacrine cell
starburst amacrine cells	starburst amacrine cell	CL:0004232	starburst amacrine cell
vascular endothelial cells	vascular endothelial cell	CL:0000071	blood vessel endothelial cell
vascular endothelial cells	vascular endothelial cell	CL:0000071	blood vessel endothelial cell
ICM cells	inner cell mass cell	CL:2000020	inner cell mass cell
ICM cells	ICM cell	CL:2000020	inner cell mass cell
PrE	primitive endoderm	CL:0000223	endodermal cell
PrE	PrE	CL:0000223	endodermal cell
epiblast	epiblast	CL:0000352	epiblast cell
epiblast	epiblast	CL:0000352	epiblast cell
FDC	Follicular dendritic cell	CL:0000442	follicular dendritic cell
FDC	FDC	CL:0000442	follicular dendritic cell
FRC	Fibroblastic reticular cell	CL:0009101	fibroblastic reticular cell
FRC	FRC	CL:0009101	fibroblastic reticular cell
Fibroblastic reticular cell	Fibroblastic reticular cell	CL:0009101	fibroblastic reticular cell
Fibroblastic reticular cell	Fibroblastic reticular cell	CL:0009101	fibroblastic reticular cell
Follicular dendritic cell	Follicular dendritic cell	CL:0000442	follicular dendritic cell
Follicular dendritic cell	Follicular dendritic cell	CL:0000442	follicular dendritic cell
B cells	B cell	CL:0000236	B cell
B cells	B cell	CL:0000236	B cell
T cells	T cell	CL:0000084	T cell
T cells	T cell	CL:0000084	T cell
basal	basal epithelial cell	CL:0000646	basal cell
basal	basal	CL:0000646	basal cell
epithelial cells	epithelial cell	CL:0000066	epithelial cell
epithelial cells	epithelial cell	CL:0000066	epithelial cell
luminal epithelial	luminal epithelial cell	CL:0000066	epithelial cell
luminal epithelial	luminal epithelial	CL:0000066	epithelial cell
luminal, basal, and neuroendocrine	luminal epithelial cell, basal epithelial cell, and neuroendocrine cell	NO MATCH found	
luminal, basal, and neuroendocrine	luminal, basal, and neuroendocrine	NO MATCH found	
macrophages	macrophage	CL:0000235	macrophage
macrophages	macrophage	CL:0000235	macrophage
neuroendocrine cells	neuroendocrine cell	CL:0000165	neuroendocrine cell
neuroendocrine cells	neuroendocrine cell	CL:0000165	neuroendocrine cell
vas deferens and seminal vesicle cells	vas deferens and seminal vesicle cell	CL:0000000	cell
vas deferens and seminal vesicle cells	vas deferens and seminal vesicle cell	CL:0000000	cell
acinar cells	acinar cell	CL:0000622	acinar cell
acinar cells	acinar cell	CL:0000622	acinar cell
acinar, ductal and myoepithelial cells	acinar, ductal and myoepithelial cell	CL:0000152	exocrine cell
acinar, ductal and myoepithelial cells	acinar, ductal and myoepithelial cell	CL:0000152	exocrine cell
myoepithelial and ductal cells	myoepithelial and ductal cell	CL:0000152	exocrine cell
myoepithelial and ductal cells	myoepithelial and ductal cell	CL:0000152	exocrine cell
memory CD8 T cell	memory CD8 T lymphocyte	CL:0000909	CD8-positive, alpha-beta memory T cell
memory CD8 T cell	memory CD8 T cell	CL:0000909	CD8-positive, alpha-beta memory T cell
macrophages	macrophage	CL:0000235	macrophage
Mphis	macrophage	CL:0000235	macrophage
Mphis	Mphi	CL:0000235	macrophage
myeloid cell	myeloid cell population	CL:0000763	myeloid cell
myeloid cell	myeloid cell	CL:0000763	myeloid cell
bipolar cell	bipolar cell	CL:0000748	retinal bipolar neuron
bipolar cell	bipolar cell	CL:0000748	retinal bipolar neuron
bipolar cells	bipolar cell	CL:0000748	retinal bipolar neuron
bipolar cells	bipolar cell	CL:0000748	retinal bipolar neuron
photoreceptors	photoreceptor cell	CL:0000210	photoreceptor cell
photoreceptors	photoreceptor	CL:0000210	photoreceptor cell
AGM-HSPC	aorta–gonad–mesonephros hematopoietic stem/progenitor cell	CL:0002360	AGM hematopoietic stem cell
AGM-HSPC	AGM-HSPC	CL:0002360	AGM hematopoietic stem cell
B lineage cells	B lineage cell	CL:0000945	lymphocyte of B lineage
B lineage cells	B lineage cell	CL:0000945	lymphocyte of B lineage
HSPCs	hematopoietic stem/progenitor cell	CL:0000037	hematopoietic stem cell
HSPCs	HSPC	CL:0000037	hematopoietic stem cell
MK	megakaryocyte	CL:0000556	megakaryocyte
MK	MK	CL:0000556	megakaryocyte
NK cells	natural killer cell	CL:0000623	natural killer cell
NK cells	NK cell	CL:0000623	natural killer cell
YS lymphoid cells	yolk sac lymphoid cell	CL:0000542	lymphocyte
YS lymphoid cells	YS lymphoid cell	CL:0000542	lymphocyte
definitive HSPCs	definitive hematopoietic stem/progenitor cell	CL:0008001	hematopoietic precursor cell
definitive HSPCs	definitive HSPC	CL:0008001	hematopoietic precursor cell
early HSPCs	early hematopoietic stem/progenitor cell	CL:0000037	hematopoietic stem cell
early HSPCs	early HSPC	CL:0000037	hematopoietic stem cell
erythroid	erythroid cell	CL:0000764	erythroid lineage cell
erythroid	erythroid	CL:0000764	erythroid lineage cell
erythroid and MK cells	erythroid and megakaryocyte cell	CL:0000050	megakaryocyte-erythroid progenitor cell
erythroid and MK cells	erythroid and MK cell	CL:0000050	megakaryocyte-erythroid progenitor cell
lymphoid	lymphoid cell	CL:0000542	lymphocyte
lymphoid	lymphoid	CL:0000542	lymphocyte
myeloid	myeloid cell	CL:0000763	myeloid cell
myeloid	myeloid	CL:0000763	myeloid cell
hypothalamus, amygdala and sensory neurons	hypothalamus, amygdala and sensory neuron	CL:0000101	sensory neuron
hypothalamus, amygdala and sensory neurons	hypothalamus, amygdala and sensory neuron	CL:0000101	sensory neuron
Glomus cells	Glomus cell	CL:0002292	type I cell of carotid body
Type II cells	sustentacular cell	CL:0000703	sustentacular cell
Type II cells	Type II cell	CL:0002081	type II cell of carotid body
fat cells	fat cell	CL:0000136	adipocyte
glial cells	glial cell	CL:0000125	glial cell
glomus cell	glomus cell	CL:0002292	type I cell of carotid body
macrophages	macrophage	CL:0000235	macrophage
multipotent stem cells	CB stem cell	CL:2000095	cord blood hematopoietic stem cell
multipotent stem cells	multipotent stem cell	CL:0000048	multi fate stem cell
neuron-like glomus cells	neuron-like, O2-sensing glomus cell	CL:0002292	type I cell of carotid body
neuron-like glomus cells	neuron-like glomus cell	CL:0002292	type I cell of carotid body
type I cells	glomus cell	CL:0002292	type I cell of carotid body
type I cells	type I cell	CL:0002292	type I cell of carotid body
GMP	granulocyte-macrophage progenitor	CL:0000557	granulocyte monocyte progenitor cell
GMP	GMP	CL:0000557	granulocyte monocyte progenitor cell
HSC	hematopoietic stem cell	CL:0000037	hematopoietic stem cell
HSC	HSC	CL:0000037	hematopoietic stem cell
MPP	multipotent progenitor	CL:0000837	hematopoietic multipotent progenitor cell
MPP	MPP	CL:0000837	hematopoietic multipotent progenitor cell
osteoprogenitor cells	human osteoprogenitor cell	CL:0007010	preosteoblast
osteoprogenitor cells	osteoprogenitor cell	CL:0007010	preosteoblast
blood gammadelta T-cell	blood γδ T cell	CL:0000798	gamma-delta T cell
blood gammadelta T-cell	blood gammadelta T-cell	CL:0000798	gamma-delta T cell
B cells	B cell	CL:0000236	B cell
B cells	B cell	CL:0000236	B cell
Kupffer cells	Kupffer cell	CL:0000091	Kupffer cell
Kupffer cells	Kupffer cell	CL:0000091	Kupffer cell
LSEC	liver sinusoidal endothelial cell	CL:1000398	endothelial cell of hepatic sinusoid
LSEC	LSEC	CL:1000398	endothelial cell of hepatic sinusoid
Pericytes	pericyte	CL:0000669	pericyte
Pericytes	pericyte	CL:0000669	pericyte
Stellate cells	hepatic stellate cell	CL:0000632	hepatic stellate cell
Stellate cells	Stellate cell	CL:0000632	hepatic stellate cell
T cells	T cell	CL:0000084	T cell
T cells	T cell	CL:0000084	T cell
endothelial cells	endothelial cell	CL:0000115	endothelial cell
endothelial cells	endothelial cell	CL:0000115	endothelial cell
hepatocytes	hepatocyte	CL:0000182	hepatocyte
hepatocytes	hepatocyte	CL:0000182	hepatocyte
liver sinusoidal endothelial cells	liver sinusoidal endothelial cell	CL:1000398	endothelial cell of hepatic sinusoid
liver sinusoidal endothelial cells	liver sinusoidal endothelial cell	CL:1000398	endothelial cell of hepatic sinusoid
mesenchymal cells	mesenchymal cell	CL:0008019	mesenchymal cell
mesenchymal cells	mesenchymal cell	CL:0008019	mesenchymal cell
vSMC	vascular smooth muscle cell	CL:0000359	vascular associated smooth muscle cell
vSMC	vSMC	CL:0000359	vascular associated smooth muscle cell
vascular smooth muscle cells	vascular smooth muscle cell	CL:0000359	vascular associated smooth muscle cell
vascular smooth muscle cells	vascular smooth muscle cell	CL:0000359	vascular associated smooth muscle cell
suprabasal differentiated and non-differentiated basal epidermal keratinocytes	suprabasal differentiated and non-differentiated basal epidermal keratinocyte	CL:4052061	epidermal keratinocyte
suprabasal differentiated and non-differentiated basal epidermal keratinocytes	suprabasal differentiated and non-differentiated basal epidermal keratinocyte	CL:4052061	epidermal keratinocyte
articular chondrocytes	human articular chondrocyte	CL:1001607	articular chondrocyte
articular chondrocytes	articular chondrocyte	CL:1001607	articular chondrocyte
endothelial cells	endothelial cell	CL:0000115	endothelial cell
endothelial cells	endothelial cell	CL:0000115	endothelial cell
epithelial cells	epithelial cell	CL:0000066	epithelial cell
epithelial cells	epithelial cell	CL:0000066	epithelial cell
erythrocytes	erythrocyte	CL:0000232	erythrocyte
erythrocytes	erythrocyte	CL:0000232	erythrocyte
germ cells	germ cell	CL:0000586	germ cell
germ cells	germ cell	CL:0000586	germ cell
granulosa cells	granulosa cell	CL:0000501	granulosa cell
granulosa cells	granulosa cell	CL:0000501	granulosa cell
hippocampal dentate gyrus granule cells	hippocampal dentate gyrus granule cell	CL:2000089	dentate gyrus granule cell
hippocampal dentate gyrus granule cells	hippocampal dentate gyrus granule cell	CL:2000089	dentate gyrus granule cell
AT2 cells	type II alveolar cell	CL:0002063	pulmonary alveolar type 2 cell
AT2 cells	AT2 cell	CL:0002063	pulmonary alveolar type 2 cell
Astrocyte	Astrocyte	CL:0000127	astrocyte
