annotation_text	cl_id	cl_label	article_id_doi	dataset_name	enrichment	grounding_cl_id	grounding_cl_label
dDTL3	CL:1001111	kidney loop of Henle thin descending limb epithelial cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'dDTL3', 'full_name': 'degenerative descending thin limb cell type 3', 'paper_synonyms': 'DTL3', 'tissue_context': ''}	CL:1001111	kidney loop of Henle thin descending limb epithelial cell
dEC	CL:0000115	endothelial cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'dEC', 'full_name': 'degenerative endothelial cell', 'paper_synonyms': None, 'tissue_context': ''}	CL:0000115	endothelial cell
dEC-PTC	CL:0000115	endothelial cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'dEC-PTC', 'full_name': 'endothelial cells', 'paper_synonyms': None, 'tissue_context': ''}	CL:0000115	endothelial cell
dFIB	CL:1000692	kidney interstitial fibroblast	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'dFIB', 'full_name': 'degenerative fibroblast', 'paper_synonyms': None, 'tissue_context': ''}	CL:0000057	fibroblast
dIMCD	CL:1001431	kidney collecting duct principal cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'dIMCD', 'full_name': 'degenerative inner medullary collecting duct', 'paper_synonyms': None, 'tissue_context': ''}	CL:1000547	kidney inner medulla collecting duct epithelial cell
dM-FIB	CL:1000692	kidney interstitial fibroblast	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'dM-FIB', 'full_name': 'degenerative medullary fibroblast', 'paper_synonyms': 'FIB', 'tissue_context': ''}	CL:4030022	renal medullary fibroblast
dM-PC	CL:1001431	kidney collecting duct principal cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'dM-PC', 'full_name': 'degenerative medullary principal cell', 'paper_synonyms': 'dM-PCs', 'tissue_context': ''}	CL:1001431	kidney collecting duct principal cell
dM-TAL	CL:1001106	kidney loop of Henle thick ascending limb epithelial cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'dM-TAL', 'full_name': 'thick ascending limb', 'paper_synonyms': 'TAL', 'tissue_context': ''}	CL:1001106	kidney loop of Henle thick ascending limb epithelial cell
dOMCD-PC	CL:1001431	kidney collecting duct principal cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'dOMCD-PC', 'full_name': 'degenerative outer medullary collecting duct principal cell', 'paper_synonyms': 'PC; principal cells; OMCD; outer medullary collecting duct; degenerative medullary principal cells (dM-PCs)', 'tissue_context': ''}	CL:1000716	kidney outer medulla collecting duct principal cell
dPOD	CL:0000653	podocyte	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'dPOD', 'full_name': 'degenerative podocyte', 'paper_synonyms': 'POD', 'tissue_context': ''}	CL:0000653	podocyte
dPT	CL:0002306	epithelial cell of proximal tubule	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'dPT', 'full_name': 'degenerative proximal tubule cells', 'paper_synonyms': None, 'tissue_context': ''}	CL:0002306	epithelial cell of proximal tubule
dVSMC	CL:1001318	renal interstitial pericyte	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'dVSMC', 'full_name': 'degenerative vascular smooth muscle cell', 'paper_synonyms': 'VSMC; vascular smooth muscle cell; VSM/P', 'tissue_context': ''}	CL:0000359	vascular associated smooth muscle cell
endothelial cells	CL:0000115	endothelial cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'endothelial cells', 'full_name': 'endothelial cells', 'paper_synonyms': 'EC', 'tissue_context': ''}	CL:0000115	endothelial cell
epithelial cells	CL:0002306	epithelial cell of proximal tubule	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'epithelial cells', 'full_name': 'epithelial cells', 'paper_synonyms': None, 'tissue_context': ''}	CL:0000066	epithelial cell
epithelial cells	CL:1001106	kidney loop of Henle thick ascending limb epithelial cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'epithelial cells', 'full_name': '', 'paper_synonyms': '', 'tissue_context': ''}	CL:0000066	epithelial cell
epithelial cells	CL:1001432	kidney collecting duct intercalated cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'epithelial cells', 'full_name': '', 'paper_synonyms': '', 'tissue_context': ''}	CL:0000066	epithelial cell
epithelial cells	CL:1001111	kidney loop of Henle thin descending limb epithelial cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'epithelial cells', 'full_name': '', 'paper_synonyms': '', 'tissue_context': ''}	CL:0000066	epithelial cell
epithelial cells	CL:0000653	podocyte	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'epithelial cells', 'full_name': '', 'paper_synonyms': '', 'tissue_context': ''}	CL:0000066	epithelial cell
epithelial cells	CL:1001107	kidney loop of Henle thin ascending limb epithelial cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'epithelial cells', 'full_name': '', 'paper_synonyms': '', 'tissue_context': ''}	CL:0000066	epithelial cell
epithelial cells	CL:1001431	kidney collecting duct principal cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'epithelial cells', 'full_name': '', 'paper_synonyms': '', 'tissue_context': ''}	CL:0000066	epithelial cell
epithelial cells	CL:1000768	kidney connecting tubule epithelial cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'epithelial cells', 'full_name': '', 'paper_synonyms': '', 'tissue_context': ''}	CL:0000066	epithelial cell
epithelial cells	CL:1000849	kidney distal convoluted tubule epithelial cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'epithelial cells', 'full_name': '', 'paper_synonyms': '', 'tissue_context': ''}	CL:0000066	epithelial cell
epithelial cells	CL:1000452	parietal epithelial cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'epithelial cells', 'full_name': '', 'paper_synonyms': '', 'tissue_context': ''}	CL:0000066	epithelial cell
epithelial cells	CL:1000597	papillary tips cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'epithelial cells', 'full_name': '', 'paper_synonyms': '', 'tissue_context': ''}	CL:0000066	epithelial cell
immune cells	CL:0000542	lymphocyte	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'immune cells', 'full_name': 'immune cells', 'paper_synonyms': 'IMM', 'tissue_context': ''}	CL:0000738	leukocyte
immune cells	CL:1000695	kidney interstitial alternatively activated macrophage	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'immune cells', 'full_name': '', 'paper_synonyms': '', 'tissue_context': ''}	CL:0000738	leukocyte
immune cells	CL:0000775	neutrophil	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'immune cells', 'full_name': '', 'paper_synonyms': '', 'tissue_context': ''}	CL:0000738	leukocyte
immune cells	CL:0000113	mononuclear phagocyte	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'immune cells', 'full_name': '', 'paper_synonyms': '', 'tissue_context': ''}	CL:0000738	leukocyte
immune cells	CL:0000084	T cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'immune cells', 'full_name': '', 'paper_synonyms': '', 'tissue_context': ''}	CL:0000738	leukocyte
immune cells	CL:0000786	plasma cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'immune cells', 'full_name': '', 'paper_synonyms': '', 'tissue_context': ''}	CL:0000738	leukocyte
immune cells	CL:0000875	non-classical monocyte	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'immune cells', 'full_name': '', 'paper_synonyms': '', 'tissue_context': ''}	CL:0000738	leukocyte
immune cells	CL:0000990	conventional dendritic cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'immune cells', 'full_name': '', 'paper_synonyms': '', 'tissue_context': ''}	CL:0000738	leukocyte
immune cells	CL:0000097	mast cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'immune cells', 'full_name': '', 'paper_synonyms': '', 'tissue_context': ''}	CL:0000738	leukocyte
immune cells	CL:0000236	B cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'immune cells', 'full_name': '', 'paper_synonyms': '', 'tissue_context': ''}	CL:0000738	leukocyte
immune cells	CL:0001058	plasmacytoid dendritic cell, human	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'immune cells', 'full_name': '', 'paper_synonyms': '', 'tissue_context': ''}	CL:0000738	leukocyte
ncMON	CL:0000875	non-classical monocyte	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'ncMON', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0000875	non-classical monocyte
neural cells	CL:0002319	neural cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'neural cells', 'full_name': 'neural cell types', 'paper_synonyms': 'neuronal; Schwann/neuronal; SCI/NEU', 'tissue_context': ''}	CL:0002319	neural cell
pDC	CL:0001058	plasmacytoid dendritic cell, human	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'pDC', 'full_name': 'plasmacytoid dendritic cell', 'paper_synonyms': '', 'tissue_context': ''}	CL:0000784	plasmacytoid dendritic cell
stroma cells	CL:1000692	kidney interstitial fibroblast	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'stroma cells', 'full_name': 'stromal cells', 'paper_synonyms': 'stroma; STR', 'tissue_context': ''}	CL:0000499	stromal cell
stroma cells	CL:1001318	renal interstitial pericyte	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'stroma cells', 'full_name': '', 'paper_synonyms': '', 'tissue_context': ''}	CL:0000499	stromal cell
tPC-IC	CL:1001432	kidney collecting duct intercalated cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'tPC-IC', 'full_name': 'transitioning principal and intercalated cells', 'paper_synonyms': 'principal cells (PC); intercalated cells (IC)', 'tissue_context': ''}	CL:1001225	kidney collecting duct cell
